Typ,Alter,Einkommen,Preis,Geschlecht,Zeit,KundeNR,Niederlassung
Besucher,54,72200.31,,1,33.0,K1854,Hessen
Besucher,46,61880.0,,0,40.0,K1620,Sachsen
Besucher,70,97121.14,,1,36.0,K1722,Baden-Württemberg
Besucher,68,91036.08,,1,40.0,K1585,Brandenburg
Besucher,34,55437.45,,0,41.0,K1388,Sachsen
Besucher,70,67947.51,,0,18.0,K1694,Bayern
Besucher,68,67645.33,,0,51.0,K1330,Berlin
Besucher,52,71199.25,,1,29.0,K1131,Berlin
Besucher,34,31569.14,,1,58.0,K1953,Baden-Württemberg
Besucher,45,50681.69,,1,41.0,K1542,Hessen
Besucher,39,42755.06,,1,30.0,K1949,Hessen
Besucher,60,61876.05,,0,20.0,K1469,Hessen
Besucher,59,77392.45,,1,44.0,K1334,Hessen
Besucher,35,31305.75,,1,27.0,K1142,Baden-Württemberg
Besucher,66,76359.21,,0,22.0,K1962,Sachsen
Besucher,59,58008.72,,1,35.0,K1479,Baden-Württemberg
Besucher,31,41923.37,,1,33.0,K1574,Nordrhein-Westfalen
Besucher,33,37291.98,,1,27.0,K1964,Bayern
Besucher,64,80850.54,,0,36.0,K1863,Baden-Württemberg
Besucher,31,24167.81,,1,41.0,K1756,Niedersachsen
Besucher,46,47676.4,,1,55.0,K1299,Bayern
Besucher,39,40081.02,,0,53.0,K1865,Nordrhein-Westfalen
Besucher,63,84772.48,,1,30.0,K1973,Nordrhein-Westfalen
Besucher,30,21238.03,,1,30.0,K1608,Berlin
Besucher,54,53423.91,,0,36.0,K1966,Hamburg
Besucher,49,55265.13,,1,57.0,K1846,Baden-Württemberg
Besucher,65,79612.09,,0,34.0,K1684,Hessen
Besucher,40,41616.57,,0,48.0,K1993,Nordrhein-Westfalen
Besucher,30,54906.98,,0,36.0,K1267,Nordrhein-Westfalen
Besucher,67,67953.51,,0,38.0,K1735,Niedersachsen
Besucher,39,54069.63,,1,42.0,K1257,Bayern
Besucher,58,68239.82,,1,38.0,K1789,Baden-Württemberg
Besucher,39,47801.25,,1,29.0,K1734,Baden-Württemberg
Besucher,42,54451.39,,0,17.0,K1780,Hessen
Besucher,63,72872.41,,1,32.0,K1216,Brandenburg
Besucher,69,77933.08,,1,43.0,K1331,Thüringen
Besucher,39,39742.26,,1,37.0,K1723,Niedersachsen
Besucher,48,46968.11,,1,16.0,K1208,Hessen
Besucher,62,84204.71,,1,68.0,K1526,Bayern
Besucher,59,64971.4,,1,29.0,K1524,Sachsen
Besucher,30,25293.09,,1,37.0,K1691,Sachsen
Besucher,48,57289.9,,0,16.0,K1224,Nordrhein-Westfalen
Besucher,47,53602.48,,1,33.0,K1158,Nordrhein-Westfalen
Besucher,62,70856.65,,1,40.0,K1256,Berlin
Besucher,45,65988.52,,1,55.0,K1508,Sachsen
Besucher,61,43123.9,,1,46.0,K1944,Baden-Württemberg
Besucher,42,41050.16,,1,27.0,K1312,Baden-Württemberg
Besucher,53,61112.06,,0,20.0,K1857,Baden-Württemberg
Besucher,70,79595.02,,1,51.0,K1822,Thüringen
Besucher,66,76115.95,,0,59.0,K1113,Bayern
Besucher,38,29634.42,,1,42.0,K1827,Baden-Württemberg
Besucher,61,62738.78,,1,27.0,K1141,Niedersachsen
Besucher,68,94379.27,,1,35.0,K1557,Niedersachsen
Besucher,42,67920.23,,1,48.0,K1358,Berlin
Besucher,37,39083.36,,1,33.0,K1408,Baden-Württemberg
Besucher,65,77272.17,,1,41.0,K1772,Berlin
Besucher,50,62488.35,,1,12.0,K1676,Berlin
Besucher,53,59582.22,,0,31.0,K1741,Hessen
Besucher,69,64084.61,,0,52.0,K1819,Bayern
Besucher,57,50717.29,,0,26.0,K1367,Nordrhein-Westfalen
Besucher,62,80655.27,,1,35.0,K1715,Sachsen
Besucher,46,49160.78,,0,39.0,K1402,Bayern
Besucher,53,68336.2,,1,33.0,K1519,Sachsen
Besucher,58,49653.39,,0,38.0,K1255,Nordrhein-Westfalen
Besucher,56,72358.43,,1,44.0,K1810,Thüringen
Besucher,44,67182.05,,0,38.0,K1894,Nordrhein-Westfalen
Besucher,39,50353.63,,0,41.0,K1655,Hessen
Besucher,36,48307.1,,1,16.0,K1593,Baden-Württemberg
Besucher,31,28227.62,,1,33.0,K1252,Baden-Württemberg
Besucher,59,71174.38,,1,49.0,K1251,Hessen
Besucher,43,59150.94,,0,31.0,K1941,Thüringen
Besucher,30,40098.98,,0,40.0,K1931,Sachsen
Besucher,59,61744.01,,1,27.0,K1975,Thüringen
Besucher,49,64640.81,,1,38.0,K1453,Brandenburg
Besucher,48,57581.12,,0,57.0,K1568,Baden-Württemberg
Besucher,61,71947.51,,1,33.0,K1430,Baden-Württemberg
Besucher,37,57751.77,,1,24.0,K1291,Baden-Württemberg
Besucher,56,59483.17,,0,53.0,K1228,Baden-Württemberg
Besucher,68,82507.0,,1,24.0,K1864,Sachsen
Besucher,65,77623.56,,0,41.0,K1713,Bayern
Besucher,35,55165.48,,0,16.0,K1248,Nordrhein-Westfalen
Besucher,60,70843.41,,0,33.0,K1956,Baden-Württemberg
Besucher,58,68875.22,,1,36.0,K1302,Nordrhein-Westfalen
Besucher,60,68566.29,,1,20.0,K1714,Berlin
Besucher,42,54737.69,,0,37.0,K1384,Berlin
Besucher,68,84266.91,,1,43.0,K1398,Berlin
Besucher,47,68475.48,,0,50.0,K1505,Berlin
Besucher,45,47805.5,,0,36.0,K1227,Berlin
Besucher,68,68468.4,,0,43.0,K1288,Baden-Württemberg
Besucher,50,61399.94,,0,16.0,K1307,Niedersachsen
Besucher,62,80040.16,,0,36.0,K1543,Nordrhein-Westfalen
Besucher,36,62517.51,,0,35.0,K1351,Nordrhein-Westfalen
Besucher,54,65103.66,,0,37.0,K1520,Niedersachsen
Besucher,65,72026.05,,0,26.0,K1893,Sachsen
Besucher,50,38912.23,,1,34.0,K1234,Berlin
Besucher,31,39505.52,,1,15.0,K1742,Hessen
Besucher,35,33126.92,,1,23.0,K1507,Brandenburg
Besucher,57,60794.36,,0,32.0,K1899,Bayern
Besucher,58,58019.17,,1,42.0,K1794,Baden-Württemberg
Besucher,50,54638.11,,1,45.0,K1915,Sachsen
Besucher,54,69123.41,,0,56.0,K1324,Thüringen
Besucher,55,69613.53,,1,46.0,K1746,Baden-Württemberg
Besucher,44,49444.37,,1,27.0,K1917,Baden-Württemberg
Besucher,42,50762.75,,1,14.0,K1777,Brandenburg
Besucher,39,41453.37,,0,40.0,K1920,Niedersachsen
Besucher,35,51809.93,,1,49.0,K1729,Baden-Württemberg
Besucher,38,56413.98,,0,43.0,K1960,Bayern
Besucher,67,71829.76,,1,23.0,K1785,Baden-Württemberg
Besucher,67,64683.27,,0,22.0,K1491,Berlin
Besucher,38,60883.5,,1,41.0,K1968,Thüringen
Besucher,56,82205.14,,0,43.0,K1614,Hamburg
Besucher,44,47045.73,,1,38.0,K1372,Nordrhein-Westfalen
Besucher,48,84746.79,,1,36.0,K1837,Bayern
Besucher,36,43538.46,,1,26.0,K1546,Hessen
Besucher,57,72995.73,,1,43.0,K1601,Niedersachsen
Besucher,48,70707.74,,1,35.0,K1217,Sachsen
Besucher,42,48260.29,,0,41.0,K1337,Sachsen
Besucher,56,76155.67,,1,29.0,K1879,Baden-Württemberg
Besucher,40,26846.54,,1,41.0,K1712,Bayern
Besucher,60,76138.01,,0,36.0,K1776,Sachsen
Besucher,63,66691.27,,1,52.0,K1478,Bayern
Besucher,35,35044.7,,1,47.0,K1977,Sachsen
Besucher,47,55621.02,,0,35.0,K1856,Baden-Württemberg
Besucher,60,67687.57,,1,33.0,K1338,Hessen
Besucher,68,70848.87,,1,33.0,K1911,Brandenburg
Besucher,53,79245.22,,1,31.0,K1781,Bayern
Besucher,55,58431.49,,1,46.0,K1422,Nordrhein-Westfalen
Besucher,63,74594.05,,0,28.0,K1753,Niedersachsen
Besucher,30,44635.68,,0,32.0,K1515,Berlin
Besucher,41,49170.38,,1,36.0,K1903,Baden-Württemberg
Besucher,68,78649.11,,0,37.0,K1463,Nordrhein-Westfalen
Besucher,31,43375.75,,1,38.0,K1363,Thüringen
Besucher,44,68126.65,,0,24.0,K1732,Bayern
Besucher,44,55445.95,,0,45.0,K1737,Bayern
Besucher,66,79203.83,,1,37.0,K1387,Sachsen
Besucher,39,59913.35,,0,29.0,K1481,Bayern
Besucher,39,51488.13,,0,14.0,K1489,Bayern
Besucher,43,53219.97,,1,40.0,K1329,Brandenburg
Besucher,50,50945.52,,0,45.0,K1951,Baden-Württemberg
Besucher,45,52765.76,,0,42.0,K1833,Hamburg
Besucher,53,53443.31,,1,39.0,K1577,Nordrhein-Westfalen
Besucher,35,31856.08,,1,56.0,K1452,Nordrhein-Westfalen
Besucher,47,49585.99,,1,42.0,K1610,Bayern
Besucher,49,63443.37,,1,32.0,K1744,Baden-Württemberg
Besucher,41,49634.23,,1,65.0,K1983,Berlin
Besucher,30,31802.09,,1,38.0,K1929,Hessen
Besucher,58,52544.55,,1,16.0,K1908,Niedersachsen
Besucher,31,34124.06,,1,33.0,K1724,Sachsen
Besucher,30,58746.83,,1,32.0,K1866,Bayern
Besucher,34,50643.74,,0,29.0,K1750,Bayern
Besucher,62,63231.82,,1,35.0,K1859,Hessen
Besucher,34,45507.99,,1,39.0,K1661,Nordrhein-Westfalen
Besucher,59,85252.0,,1,26.0,K1955,Berlin
Besucher,39,50013.89,,1,31.0,K1682,Nordrhein-Westfalen
Besucher,36,43526.39,,1,46.0,K1190,Sachsen
Besucher,62,59572.99,,1,18.0,K1347,Baden-Württemberg
Besucher,55,62382.86,,1,41.0,K1803,Nordrhein-Westfalen
Besucher,48,59163.82,,0,41.0,K1264,Berlin
Besucher,50,73917.25,,1,52.0,K1629,Bayern
Besucher,46,63048.01,,1,31.0,K1140,Berlin
Besucher,57,54319.92,,1,53.0,K1645,Brandenburg
Besucher,38,45342.45,,1,40.0,K1275,Berlin
Besucher,52,68579.74,,0,24.0,K1759,Berlin
Besucher,43,60901.04,,0,52.0,K1891,Hessen
Besucher,48,65433.98,,0,36.0,K1860,Sachsen
Besucher,57,64092.32,,1,36.0,K1943,Nordrhein-Westfalen
Besucher,54,74220.58,,1,45.0,K1200,Nordrhein-Westfalen
Besucher,59,56608.27,,1,49.0,K1668,Bayern
Besucher,58,78517.61,,1,24.0,K1345,Baden-Württemberg
Besucher,40,49709.41,,1,20.0,K1679,Thüringen
Besucher,32,36992.28,,1,26.0,K1795,Hamburg
Besucher,66,67550.85,,1,18.0,K1565,Sachsen
Besucher,56,66602.0,,1,55.0,K1658,Thüringen
Besucher,35,48822.83,,0,21.0,K1885,Baden-Württemberg
Besucher,35,50251.18,,0,39.0,K1311,Nordrhein-Westfalen
Besucher,46,44087.58,,1,32.0,K1497,Nordrhein-Westfalen
Besucher,69,84659.69,,0,32.0,K1502,Baden-Württemberg
Besucher,38,46151.09,,1,18.0,K1861,Niedersachsen
Besucher,39,56023.57,,1,59.0,K1322,Baden-Württemberg
Besucher,43,53592.01,,0,31.0,K1109,Nordrhein-Westfalen
Besucher,36,46292.65,,1,42.0,K1747,Baden-Württemberg
Besucher,51,53493.22,,0,57.0,K1902,Niedersachsen
Besucher,47,63291.36,,1,46.0,K1717,Baden-Württemberg
Besucher,62,74418.18,,0,30.0,K1843,Bayern
Besucher,62,80098.84,,1,37.0,K1651,Sachsen
Besucher,36,22706.33,,0,35.0,K1830,Baden-Württemberg
Besucher,64,80694.14,,0,20.0,K1788,Baden-Württemberg
Besucher,57,69354.04,,1,51.0,K1203,Thüringen
Besucher,34,37661.69,,1,28.0,K1832,Bayern
Besucher,49,70657.9,,0,47.0,K1678,Nordrhein-Westfalen
Besucher,68,82209.9,,0,36.0,K1511,Nordrhein-Westfalen
Besucher,49,67813.53,,0,44.0,K1607,Niedersachsen
Besucher,69,69862.2,,1,44.0,K1152,Hessen
Besucher,57,68849.42,,0,30.0,K1137,Berlin
Besucher,58,64187.77,,0,42.0,K1305,Bayern
Besucher,59,63241.9,,1,33.0,K1239,Berlin
Besucher,58,81205.21,,1,46.0,K1132,Hessen
Besucher,42,48307.88,,1,41.0,K1952,Berlin
Besucher,41,51201.01,,1,28.0,K1335,Berlin
Besucher,38,60020.88,,0,25.0,K1594,Niedersachsen
Besucher,49,51392.5,,0,40.0,K1483,Baden-Württemberg
Besucher,68,75570.02,,1,35.0,K1393,Berlin
Besucher,58,74947.01,,0,47.0,K1523,Nordrhein-Westfalen
Besucher,53,65983.03,,0,48.0,K1779,Baden-Württemberg
Besucher,66,80806.38,,1,22.0,K1496,Bayern
Besucher,44,60135.62,,1,50.0,K1697,Bayern
Besucher,62,70449.09,,0,24.0,K1603,Niedersachsen
Besucher,70,87311.65,,0,46.0,K1243,Berlin
Besucher,51,43966.82,,1,51.0,K1167,Nordrhein-Westfalen
Besucher,40,50404.68,,1,39.0,K1576,Baden-Württemberg
Besucher,30,37308.87,,0,30.0,K1752,Berlin
Besucher,57,77750.95,,0,25.0,K1233,Bayern
Besucher,39,45047.55,,0,28.0,K1972,Nordrhein-Westfalen
Besucher,34,33066.52,,0,34.0,K1625,Baden-Württemberg
Besucher,58,57893.55,,1,38.0,K1169,Hessen
Besucher,60,63515.36,,1,44.0,K1119,Nordrhein-Westfalen
Besucher,62,77583.36,,0,18.0,K1261,Berlin
Besucher,56,41843.15,,0,40.0,K1145,Berlin
Besucher,30,40182.21,,0,32.0,K1597,Nordrhein-Westfalen
Besucher,47,58432.85,,0,22.0,K1484,Baden-Württemberg
Besucher,66,77161.38,,0,15.0,K1292,Baden-Württemberg
Besucher,38,47188.89,,0,41.0,K1868,Bayern
Besucher,41,49550.97,,0,31.0,K1321,Baden-Württemberg
Besucher,30,30096.84,,0,8.0,K1157,Thüringen
Besucher,45,48971.42,,0,55.0,K1442,Nordrhein-Westfalen
Besucher,42,35264.29,,1,42.0,K1853,Baden-Württemberg
Besucher,47,51429.79,,0,24.0,K1824,Nordrhein-Westfalen
Besucher,48,73148.25,,1,40.0,K1829,Sachsen
Besucher,51,69768.66,,0,32.0,K1400,Hessen
Besucher,46,66328.14,,1,20.0,K1806,Berlin
Besucher,70,66260.03,,0,43.0,K1356,Nordrhein-Westfalen
Besucher,45,50109.83,,0,25.0,K1831,Baden-Württemberg
Besucher,46,57509.97,,1,43.0,K1566,Hamburg
Besucher,58,69209.45,,0,34.0,K1560,Nordrhein-Westfalen
Besucher,67,81521.76,,1,21.0,K1992,Baden-Württemberg
Besucher,49,60350.98,,1,35.0,K1374,Baden-Württemberg
Besucher,42,53357.53,,1,47.0,K1306,Berlin
Besucher,56,61601.84,,1,48.0,K1266,Bayern
Besucher,62,65956.22,,1,22.0,K1660,Berlin
Besucher,30,45591.21,,1,26.0,K1834,Hessen
Besucher,48,43655.93,,0,41.0,K1506,Nordrhein-Westfalen
Besucher,59,56316.93,,0,35.0,K1807,Niedersachsen
Besucher,68,84969.4,,1,24.0,K1581,Berlin
Besucher,36,43724.72,,1,43.0,K1876,Nordrhein-Westfalen
Besucher,69,65999.38,,0,44.0,K1210,Bayern
Besucher,43,53630.87,,1,54.0,K1670,Baden-Württemberg
Besucher,63,81611.75,,1,38.0,K1494,Hessen
Besucher,34,43358.56,,1,33.0,K1106,Berlin
Besucher,52,54508.69,,0,30.0,K1937,Nordrhein-Westfalen
Besucher,53,68187.64,,0,35.0,K1666,Baden-Württemberg
Besucher,37,56717.59,,0,40.0,K1185,Bayern
Besucher,39,40996.11,,1,28.0,K1310,Hessen
Besucher,59,61880.0,,0,35.0,K1139,Bayern
Besucher,70,72700.32,,1,48.0,K1880,Nordrhein-Westfalen
Besucher,60,78633.97,,0,41.0,K1613,Nordrhein-Westfalen
Besucher,64,67710.18,,1,43.0,K1532,Nordrhein-Westfalen
Besucher,40,54688.48,,1,43.0,K1559,Baden-Württemberg
Besucher,36,49200.62,,1,58.0,K1471,Berlin
Besucher,43,37696.63,,1,7.0,K1196,Niedersachsen
Besucher,54,71635.44,,1,46.0,K1444,Baden-Württemberg
Besucher,64,59961.79,,1,48.0,K1669,Hessen
Besucher,41,38375.78,,0,25.0,K1450,Thüringen
Besucher,35,51044.09,,1,21.0,K1881,Sachsen
Besucher,40,54037.31,,0,19.0,K1346,Nordrhein-Westfalen
Besucher,46,65112.43,,0,54.0,K1118,Bayern
Besucher,70,69099.94,,0,24.0,K1420,Sachsen
Besucher,65,77311.97,,0,28.0,K1705,Nordrhein-Westfalen
Besucher,35,34180.68,,1,26.0,K1492,Niedersachsen
Besucher,52,66521.78,,1,47.0,K1378,Nordrhein-Westfalen
Besucher,34,34322.45,,1,17.0,K1271,Sachsen
Besucher,37,39509.39,,0,34.0,K1988,Baden-Württemberg
Besucher,40,55845.12,,1,26.0,K1751,Berlin
Besucher,63,78156.47,,1,27.0,K1923,Nordrhein-Westfalen
Besucher,35,47150.77,,1,12.0,K1589,Berlin
Besucher,31,26466.44,,1,40.0,K1978,Thüringen
Besucher,32,40776.02,,1,13.0,K1609,Berlin
Besucher,60,65588.4,,0,38.0,K1936,Bayern
Besucher,58,60418.97,,1,55.0,K1348,Nordrhein-Westfalen
Besucher,41,45567.3,,0,35.0,K1671,Baden-Württemberg
Besucher,32,35272.93,,0,30.0,K1667,Nordrhein-Westfalen
Besucher,46,70647.17,,0,52.0,K1791,Bayern
Besucher,57,77462.13,,1,27.0,K1294,Bayern
Besucher,60,54229.97,,1,50.0,K1887,Hessen
Besucher,30,42931.67,,1,34.0,K1804,Nordrhein-Westfalen
Besucher,36,44077.96,,0,25.0,K1580,Nordrhein-Westfalen
Besucher,30,52892.24,,1,33.0,K1786,Baden-Württemberg
Besucher,46,65676.47,,1,20.0,K1615,Baden-Württemberg
Besucher,52,49271.15,,1,31.0,K1163,Niedersachsen
Besucher,55,60312.34,,1,26.0,K1579,Bayern
Besucher,43,49469.83,,1,31.0,K1665,Berlin
Besucher,33,49675.88,,0,36.0,K1852,Hamburg
Besucher,63,60048.62,,0,33.0,K1357,Berlin
Besucher,65,86000.22,,0,39.0,K1126,Bayern
Besucher,67,85349.59,,0,35.0,K1418,Baden-Württemberg
Besucher,42,55437.14,,0,37.0,K1564,Brandenburg
Besucher,61,74660.13,,1,36.0,K1265,Bayern
Besucher,43,63300.07,,0,44.0,K1381,Berlin
Besucher,63,67502.37,,1,32.0,K1296,Nordrhein-Westfalen
Besucher,40,41373.85,,0,50.0,K1490,Thüringen
Besucher,39,41160.41,,0,37.0,K1910,Baden-Württemberg
Besucher,66,89744.99,,0,37.0,K1518,Bayern
Besucher,62,70988.45,,0,38.0,K1596,Niedersachsen
Besucher,60,62735.46,,0,28.0,K1448,Baden-Württemberg
Besucher,70,84240.32,,1,30.0,K1874,Hamburg
Besucher,46,64231.46,,1,52.0,K1413,Bayern
Besucher,47,55129.66,,0,33.0,K1766,Bayern
Besucher,43,59104.51,,1,62.0,K1235,Niedersachsen
Besucher,59,73522.01,,1,26.0,K1768,Hamburg
Besucher,51,46979.79,,1,43.0,K1976,Hamburg
Besucher,34,50082.23,,1,19.0,K1204,Baden-Württemberg
Besucher,49,61221.78,,1,35.0,K1477,Nordrhein-Westfalen
Besucher,57,74592.8,,0,38.0,K1192,Sachsen
Besucher,68,86843.34,,1,28.0,K1563,Berlin
Besucher,61,72725.19,,1,28.0,K1435,Berlin
Besucher,32,31562.65,,1,52.0,K1319,Baden-Württemberg
Besucher,37,44541.7,,0,34.0,K1571,Niedersachsen
Besucher,44,61848.47,,1,22.0,K1226,Baden-Württemberg
Besucher,53,64184.29,,0,33.0,K1719,Brandenburg
Besucher,41,41970.76,,1,20.0,K1125,Hamburg
Besucher,31,47827.72,,1,20.0,K1805,Hessen
Besucher,37,41292.54,,0,33.0,K1176,Niedersachsen
Besucher,32,34391.82,,1,48.0,K1211,Hessen
Besucher,41,68516.5,,0,34.0,K1375,Sachsen
Besucher,65,89685.33,,0,23.0,K1965,Bayern
Besucher,68,95714.31,,0,32.0,K1540,Bayern
Besucher,49,73319.19,,0,27.0,K1207,Niedersachsen
